Study Package Cd,Study Package Version,Full Title,Stage,Study Package Category Type,Category Type Description,Credit Point Value,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
MAJ03002,7,Civil and Environmental Engineering Major BE and BEDipEngPrac,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03002,Civil and Environmental Engineering,Civ & Env Eng Major,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03005,6,120cp Electrical Engineering major BE BEDipEngPrac,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03005,Electrical Engineering,Elec Eng major,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03007,5,Mechanical Engineering Major BE and BEDipEngPrac,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03007,Mechanical Engineering,Mech Eng Major,030701,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03012,6,Mechanical and Mechatronic Engineering Major BE and BEDipEngPrac,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03012,Mechanical and Mechatronic Engineering,MME Eng Major,030701,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03013,4,102cp Civil Engineering major BEBADipEngPrac,Active,MJ,Major,102.0,0,0,0,D,Engineering and Information Technology,MAJ03013,Civil Engineering,Civil Engineering,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03017,4,102cp Electrical Engineering major BEBADipEngPrac,Active,MJ,Major,102.0,0,0,0,D,Engineering and Information Technology,MAJ03017,Electrical Engineering,Elec Eng major,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03019,4,102cp Mechanical Engineering major BEBADipEngPrac,Active,MJ,Major,102.0,0,0,0,D,Engineering and Information Technology,MAJ03019,Mechanical Engineering,Mechanical Engineering,030701,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03025,4,Civil Engineering Major BBEBBus and BEBsc,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03025,Civil Engineering,Civ Eng Major,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03028,6,114cp Electrical Engineering major BEBBus BEBSc,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03028,Electrical Engineering,Elec Eng major,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03030,5,Mechanical Engineering Major BEBBus and BEBSc,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03030,Mechanical Engineering,Mech Eng Major,030701,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03134,3,Civil Engineering Major BEngSc,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03134,Civil Engineering,Civ Eng Major,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03139,4,Mechanical Engineering Major BEngSc,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03139,Mechanical Engineering,Mech Eng Major,030701,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03372,2,Water Engineering  Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03372,Water Engineering,Water Eng Major,030999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03378,3,Structural Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03378,Structural Engineering,Structural Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03379,2,Software Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03379,Software Engineering,Softw Eng Major,031305,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03413,4,84cp Electrical Engineering major BEngSc,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03413,Electrical Engineering,Elec Eng major,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03415,2,Manufacturing Engineering and Management Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03415,Manufacturing Engineering and Management,Manuf Eng and Mgt Major,030101,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03416,2,Environmental Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03416,Environmental Engineering,Env Eng Major,039901,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03420,3,Computer Control Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03420,Computer Control Engineering,Computer Control Eng Major,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03424,2,Manufacturing Engineering and Management Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03424,Manufacturing Engineering and Management,Manufacturing Eng and Mgt Maj,030101,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03425,2,Software Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03425,Software Engineering,Software Eng Major,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03426,4,Structural Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03426,Structural Engineering,Structural Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03429,2,Water Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03429,Water Engineering,Water Eng Major,030999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03430,1,Computer Control Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03430,Computer Control Engineering,Comp Control Eng Major,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03432,3,Software Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03432,Software Engineering,Softw Eng Major,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03433,4,Structural Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03433,Structural Engineering,Structural Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03436,2,Water Engineering  Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03436,Water Engineering,Water Eng Major,030999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03438,1,Computer Control Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03438,Computer Control Engineering,Comp Control Eng Major,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03442,2,Manufacturing Engineering and Management Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03442,Manufacturing Engineering and Management,Manuf Eng and Mgt Major,030101,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03444,3,48cp Enterprise Systems Development major BScIT,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03444,Enterprise Systems Development,Enterprise Systems Devel major,031305,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03445,6,Networking and Cybersecurity major BSc,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03445,Networking and Cybersecurity,Networking Cybersecurity maj,031307,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03451,1,Integrated Logistic Support and Engineering Management Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03451,Integrated Logistic Support and Engineering Management,IntLogSupp and EngMgmnt Major,030703,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03452,1,Integrated Logistic Support and Engineering Management Major MES,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03452,Integrated Logistic Support and Engineering Management,IntLogSupp and EngMgmnt Major,030703,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03453,2,Civil Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03453,Civil Engineering,Civil Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03454,2,Civil Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03454,Civil Engineering,Civil Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03455,2,Civil Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03455,Civil Engineering,Civil Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03456,2,Civil Engineering and Structural Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03456,Civil Engineering and Structural Engineering,Civil Structural Eng Major,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03457,1,Value Chain Management,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03457,Value Chain Management,Value Chain Management,039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03458,2,Geotechnical Engineering Major GCEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03458,Geotechnical Engineering,Geotechnical Engineering GCEng,030911,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03459,1,Civil and Geotechnical Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03459,Civil and Geotechnical Engineering,Civil Geotechnical Engineering,030911,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03460,2,Geotechnical Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03460,Geotechnical Engineering,Geotechnical Eng Maj MEStudies,030911,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03461,1,Geotechnical Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03461,Geotechnical Engineering,Geotechnical Eng Major ME,030911,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03462,1,Operations Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03462,Operations,Operations Major GradCertEng,039900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03463,1,Operations Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03463,Operations,Operations Major ME,039900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03464,1,Operations Major MES,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03464,Operations,Operations Major MES,039900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03465,1,Biomedical Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03465,Biomedical Engineering,Biomedical Engineering,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03466,1,Biomedical Engineering Major MEStudies,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03466,Biomedical Engineering,Biomedical Engineering,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03467,1,Systems Engineering Major MEStud,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03467,Systems Engineering,Systems Engineering,039999,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03468,1,Systems Engineering Major GradCertEng,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03468,Systems Engineering,Systems Engineering,039999,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03469,1,Systems Engineering Major ME,Active,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03469,Systems Engineering,Systems Engineering,039999,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03472,6,"120cp Biomedical Engineering major BE, BE DipEngPrac",Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03472,Biomedical Engineering,Biomedical Engineering maj,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03473,7,114cp Biomedical Engineering major BE BBus,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03473,Biomedical Engineering,Biomedical Engineering maj,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03476,2,Biomedical Engineering Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03476,Biomedical Engineering,Biomedical Engineering Major,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03477,2,Civil Engineering major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03477,Civil Engineering,Civil Engineering Mmaj,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03478,2,Geotechnical Engineering major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03478,Geotechnical Engineering,Geotechnical Engineering maj,030911,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03479,2,Structural Engineering major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03479,Structural Engineering,Structural Engineering maj,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03481,1,Computer Control Engineering Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03481,Computer Control Engineering,Computer Control Engineering M,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03482,1,Environmental Engineering Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03482,Environmental Engineering,Environmental Engineering Majo,039901,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03484,1,Manufacturing Engineering and Management Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03484,Manufacturing Engineering and Management,Manufacturing Engineering and,030101,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03485,1,Operations Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03485,Operations,Operations Major,039900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03486,1,Software Systems Engineering Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03486,Software Systems Engineering,Software Systems Engineering,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03488,2,42cp Telecommunications and Electronics major (ME),Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03488,Telecommunications and Electronics,Telecommunications and Electro,031307,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03489,1,Water Engineering Major,Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03489,Water Engineering,Water Engineering Major,030907,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03490,1,Biomedical Engineering Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03490,Biomedical Engineering,Biomedical Engineering Major M,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03491,2,Civil Engineering major,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03491,Civil Engineering,Civil Engineering maj,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03492,2,Geotechnical Engineering major,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03492,Geotechnical Engineering,Geotechnical Engineering maj,030911,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03493,2,Structural Engineering major,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03493,Structural Engineering,Structural Engineering maj,030903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03495,1,Computer Control Engineering Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03495,Computer Control Engineering,Computer Control Engineering M,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03496,1,Environmental Engineering Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03496,Environmental Engineering,Environmental Engineering Majo,039901,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03498,1,Manufacturing Engineering and Management Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03498,Manufacturing Engineering and Management,Manufacturing Engineering and,030101,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03499,1,Operations Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03499,Operations,Operations Major,039900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03500,1,Software Systems Engineering Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03500,Software Systems Engineering,Software Systems Engineering,031305,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03502,2,36cp Telecommunications and Electronics major (ME Adv),Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03502,Telecommunications and Electronics,Telecommunications and Electro,031307,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03503,1,Water Engineering Major ME,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03503,Water Engineering,Water Engineering Major,030907,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03504,3,Mechatronic Engineering Major 120 cp,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03504,Mechatronic Engineering,Mechatronic Engineering 120cp,039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03505,3,Mechatronic Engineering Major 114 cp,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03505,Mechatronic Engineering,Mechatronic Engineering 114cp,039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03506,2,102cp Mechatronic Engineering major,Active,MJ,Major,102.0,0,0,0,D,Engineering and Information Technology,MAJ03506,Mechatronic Engineering,Mechatronic Engineering,039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03507,3,Mechatronic Engineering Major 84 cp,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03507,Mechatronic Engineering,Mechatronic Engineering 84 cp,039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03512,1,Biomedical Engineering Major,Active,MJ,Major,54.0,0,0,0,D,Engineering and Information Technology,MAJ03512,Biomedical Engineering,Biomedical Engineering Major,039903,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03513,2,Civil Engineering major,Active,MJ,Major,54.0,0,0,0,D,Engineering and Information Technology,MAJ03513,Civil Engineering,Civil Engineering maj,030900,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03514,1,Mechanical Engineering Major,Active,MJ,Major,54.0,0,0,0,D,Engineering and Information Technology,MAJ03514,Mechanical Engineering,Mechanical Engineering Major,030701,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03519,3,48cp Enterprise Systems Development major,Active,MJ,Major,48.0,0,0,0,D,Engineering and Information Technology,MAJ03519,Enterprise Systems Development,Enterprise Systems Development,031305,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03534,1,54cp Electrical Energy Systems (MPE),Active,MJ,Major,54.0,0,0,0,D,Engineering and Information Technology,MAJ03534,Electrical Energy Systems,Electrical Energy Systems,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03535,1,42cp Electrical Energy Systems (ME),Active,MJ,Major,42.0,0,0,0,D,Engineering and Information Technology,MAJ03535,Electrical Energy Systems,Electrical Energy Systems,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03536,1,36cp Electrical Energy Systems (ME Adv),Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ03536,Electrical Energy Systems,Elec Energy Systems,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03537,2,120cp Electrical and Electronic Engineering major,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03537,Electrical and Electronic Engineering,Electrical and Electronic Engi,031301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
